 ,Area,Mean,Min,Max,Angle,Length
1,0.002,69.827,58.139,139.413,-77.428,0.505
2,0.002,66.577,59.719,78.627,-78.092,0.533
3,0.002,74.071,60.675,153.868,-75.023,0.576
4,0.002,97.520,60.888,237.813,-73.791,0.635
5,0.002,99.434,56.400,238.224,-73.968,0.642
6,0.002,93.454,61.106,228.225,-74.407,0.633
7,0.002,75.409,57.062,101.051,-71.675,0.586
8,0.002,92.301,63.522,140.519,-73.470,0.573
9,0.002,82.702,68.148,110.508,-74.314,0.538
10,0.002,87.063,66.789,144.359,-74.168,0.494
