 ,Area,Mean,Min,Max,Angle,Length
1,0.002,66.979,52.333,109.000,-90.000,0.477
2,0.003,65.152,54.333,88.667,-90.000,0.513
3,0.003,86.830,57.872,191.000,-88.898,0.533
4,0.003,126.614,51.664,239.956,-89.465,0.548
5,0.003,88.243,62.942,147.628,-89.449,0.533
6,0.003,70.744,59.185,115.093,-88.939,0.554
7,0.003,63.243,54.267,104.086,-89.454,0.538
8,0.003,76.030,58.370,127.028,-89.469,0.554
9,0.003,62.366,55.778,75.056,-88.409,0.554
10,0.002,63.490,57.085,76.124,-88.668,0.441
