Datetime,Voltage [V],Resistance [𝛀],Current Source [A],Electric Field [V/cm],Restivity [𝛀 cm],Current Density [A/cm2]
2022-05-17 13:20:16.201470,1.88112829e-06,1.8811282900000001,1e-06,2.3514103624999998e-05,0.55845996109375,4.210526315789474e-05
2022-05-17 13:20:16.788294,7.1060766e-06,3.5530382999999994,2.0000000000000003e-06,8.88259575e-05,1.0548082453124998,8.421052631578949e-05
2022-05-17 13:20:17.375927,1.22602281e-05,4.086742699999999,3e-06,0.00015325285125,1.2132517390625002,0.0001263157894736842
2022-05-17 13:20:17.945897,1.73517515e-05,4.337937874999999,4.000000000000001e-06,0.00021689689374999998,1.2878253066406247,0.00016842105263157898
2022-05-17 13:20:18.530539,2.25747837e-05,4.51495674,5e-06,0.00028218479625,1.3403777821875,0.0002105263157894737
2022-05-17 13:20:19.123161,2.77437601e-05,4.623960016666666,6.000000000000001e-06,0.00034679700125,1.3727381299479162,0.00025263157894736847
2022-05-17 13:20:19.710618,3.28023126e-05,4.6860446571428565,7.000000000000001e-06,0.00041002890749999995,1.3911695075892854,0.0002947368421052632
2022-05-17 13:20:20.311889,3.78677169e-05,4.733464612499999,8.000000000000001e-06,0.00047334646125,1.4052473068359372,0.00033684210526315796
2022-05-17 13:20:20.895995,4.3105676e-05,4.789519555555554,9.000000000000002e-06,0.00053882095,1.4218886180555552,0.0003789473684210527
2022-05-17 13:20:21.478625,4.84173566e-05,4.8417356599999986,1.0000000000000003e-05,0.0006052169575,1.4373902740624998,0.00042105263157894745
2022-05-17 13:20:22.065365,5.34136786e-05,4.855788963636362,1.1000000000000003e-05,0.0006676709825000001,1.4415623485795452,0.00046315789473684224
2022-05-17 13:20:22.637374,5.85932454e-05,4.88277045,1.2000000000000002e-05,0.0007324155675,1.44957247734375,0.0005052631578947369
2022-05-17 13:20:23.222667,6.37276313e-05,4.902125484615383,1.3000000000000003e-05,0.0007965953912499999,1.4553185032451919,0.0005473684210526317
2022-05-17 13:20:23.816042,6.89711394e-05,4.926509957142856,1.4000000000000003e-05,0.0008621392425,1.4625576435267853,0.0005894736842105264
2022-05-17 13:20:24.397597,7.42670875e-05,4.951139166666666,1.5000000000000002e-05,0.00092833859375,1.4698694401041665,0.0006315789473684212
2022-05-17 13:20:24.990669,7.9317667e-05,4.957354187499999,1.6000000000000003e-05,0.0009914708375,1.4717145244140624,0.0006736842105263159
2022-05-17 13:20:25.564581,8.45479617e-05,4.9734095117647055,1.7000000000000003e-05,0.00105684952125,1.476480948805147,0.0007157894736842107
2022-05-17 13:20:26.146208,8.95481161e-05,4.974895338888889,1.8000000000000004e-05,0.00111935145125,1.4769220537326386,0.0007578947368421054
2022-05-17 13:20:26.715600,9.4558053e-05,4.976739631578947,1.9000000000000004e-05,0.0011819756625,1.4774695781249998,0.0008000000000000001
2022-05-17 13:20:27.318473,9.98678176e-05,4.993390879999999,2.0000000000000005e-05,0.00124834772,1.4824129174999998,0.0008421052631578949
2022-05-17 13:20:27.911925,0.000105035685,5.001699285714285,2.1000000000000006e-05,0.0013129460625,1.484879475446428,0.0008842105263157897
2022-05-17 13:20:28.493376,0.000110234514,5.010659727272726,2.2000000000000003e-05,0.0013779314249999998,1.4875396065340907,0.0009263157894736843
2022-05-17 13:20:29.076982,0.000115192211,5.008356999999999,2.3000000000000003e-05,0.0014399026375,1.4868559843749996,0.0009684210526315791
2022-05-17 13:20:29.668221,0.000120506312,5.0210963333333325,2.4000000000000004e-05,0.0015063289,1.490637973958333,0.0010105263157894739
2022-05-17 13:20:30.242076,0.000125510299,5.02041196,2.5000000000000005e-05,0.0015688787375,1.4904348006249997,0.0010526315789473686
2022-05-17 13:20:30.818100,0.000130859092,5.033041999999999,2.6000000000000005e-05,0.0016357386499999999,1.4941843437499995,0.0010947368421052634
2022-05-17 13:20:31.411377,0.000136175222,5.04352674074074,2.7000000000000006e-05,0.001702190275,1.497297001157407,0.001136842105263158
2022-05-17 13:20:32.068582,0.000141010587,5.0360923928571415,2.8000000000000006e-05,0.0017626323374999998,1.495089929129464,0.0011789473684210528
2022-05-17 13:20:32.650012,0.000146043216,5.0359729655172405,2.9000000000000004e-05,0.0018255402,1.4950544741379308,0.0012210526315789476
2022-05-17 13:20:33.221423,0.000151465227,5.048840899999999,3.0000000000000004e-05,0.0018933153375,1.4988746421874997,0.0012631578947368423
2022-05-17 13:20:33.805019,0.000156481115,5.047777903225806,3.1e-05,0.0019560139375,1.4985590650201612,0.0013052631578947369
2022-05-17 13:20:34.392601,0.000161611568,5.050361499999998,3.2000000000000005e-05,0.0020201446,1.4993260703124998,0.0013473684210526318
2022-05-17 13:20:35.157077,0.000166620194,5.049096787878788,3.3e-05,0.0020827524250000003,1.4989506089015152,0.0013894736842105264
2022-05-17 13:20:35.744201,0.000172159956,5.063528117647059,3.4e-05,0.00215199945,1.5032349099264704,0.001431578947368421
2022-05-17 13:20:36.331549,0.000177250572,5.064302057142856,3.5000000000000004e-05,0.0022156321499999998,1.5034646732142856,0.0014736842105263158
2022-05-17 13:20:36.903251,0.000182129504,5.059152888888889,3.6e-05,0.0022766188,1.5019360138888889,0.0015157894736842106
2022-05-17 13:20:37.549637,0.000187386826,5.0645088108108105,3.7000000000000005e-05,0.002342335325,1.5035260532094592,0.0015578947368421055
2022-05-17 13:20:38.173337,0.00019261833,5.068903421052631,3.8e-05,0.002407729125,1.504830703125,0.0016
2022-05-17 13:20:38.785615,0.000197698033,5.069180333333333,3.9000000000000006e-05,0.0024712254125,1.504912911458333,0.001642105263157895
2022-05-17 13:20:39.382042,0.000202893133,5.072328325,4e-05,0.0025361641625,1.505847471484375,0.0016842105263157896
2022-05-17 13:20:39.965808,0.000208037605,5.074087926829267,4.100000000000001e-05,0.0026004700625,1.5063698532774388,0.0017263157894736845
2022-05-17 13:20:40.543626,0.000213043912,5.0724740952380944,4.2000000000000004e-05,0.0026630488999999998,1.5058907470238092,0.001768421052631579
2022-05-17 13:20:41.127280,0.000218338954,5.077650093023256,4.3e-05,0.002729236925,1.5074273713662791,0.0018105263157894738
2022-05-17 13:20:41.713689,0.000223475258,5.078983136363636,4.4000000000000006e-05,0.002793440725,1.5078231186079545,0.0018526315789473685
2022-05-17 13:20:42.338512,0.000228584029,5.079645088888888,4.5e-05,0.0028573003625,1.5080196357638889,0.0018947368421052633
2022-05-17 13:20:42.952682,0.000233913028,5.0850658260869555,4.600000000000001e-05,0.00292391285,1.509628917119565,0.0019368421052631583
2022-05-17 13:20:43.524897,0.000239063551,5.086458531914893,4.7000000000000004e-05,0.0029882943875,1.5100423766622337,0.0019789473684210528
2022-05-17 13:20:44.109438,0.000244067437,5.084738270833332,4.800000000000001e-05,0.0030508429625,1.5095316741536455,0.0020210526315789477
2022-05-17 13:20:44.690136,0.000249221591,5.086154918367347,4.9000000000000005e-05,0.0031152698875,1.5099522413903061,0.0020631578947368423
2022-05-17 13:20:45.276843,0.000254427077,5.08854154,5e-05,0.0031803384625,1.5106607696875,0.002105263157894737
2022-05-17 13:20:45.859925,0.000259447503,5.08720594117647,5.1000000000000006e-05,0.0032430937875,1.5102642637867645,0.0021473684210526318
2022-05-17 13:20:46.449408,0.000264743754,5.091226038461538,5.2000000000000004e-05,0.0033092969249999995,1.511457730168269,0.0021894736842105263
2022-05-17 13:20:47.026099,0.000269735673,5.089352320754717,5.300000000000001e-05,0.0033716959125,1.5109014702240566,0.0022315789473684212
2022-05-17 13:20:47.604584,0.000275185016,5.096018814814815,5.4000000000000005e-05,0.0034398127,1.512880585648148,0.0022736842105263158
2022-05-17 13:20:48.173970,0.000280217948,5.09487178181818,5.500000000000001e-05,0.00350272435,1.5125400602272725,0.0023157894736842107
2022-05-17 13:20:48.764376,0.000285137423,5.091739696428571,5.6000000000000006e-05,0.0035642177875000003,1.511610222377232,0.0023578947368421057
2022-05-17 13:20:49.361623,0.000290404428,5.094814526315789,5.7e-05,0.00363005535,1.5125230625,0.0024000000000000002
2022-05-17 13:20:49.942969,0.00029554527,5.095608103448275,5.800000000000001e-05,0.0036943158749999996,1.5127586557112065,0.002442105263157895
2022-05-17 13:20:50.528485,0.000300791258,5.098156915254237,5.9000000000000004e-05,0.0037598907250000002,1.5135153342161016,0.0024842105263157897
2022-05-17 13:20:51.134792,0.000305870984,5.097849733333333,6.000000000000001e-05,0.0038233873,1.513424139583333,0.0025263157894736847
2022-05-17 13:20:51.744844,0.00031109896,5.099982950819672,6.1000000000000005e-05,0.003888737,1.5140574385245902,0.002568421052631579
2022-05-17 13:20:52.335339,0.000316076121,5.098001951612901,6.200000000000002e-05,0.0039509515125,1.5134693293850805,0.002610526315789474
2022-05-17 13:20:52.904808,0.000321236325,5.098989285714284,6.300000000000001e-05,0.0040154540625,1.5137624441964281,0.002652631578947369
2022-05-17 13:20:53.475165,0.000326564445,5.102569453125,6.400000000000001e-05,0.0040820555625,1.514825306396484,0.0026947368421052637
2022-05-17 13:20:54.082957,0.00033169157,5.10294723076923,6.500000000000001e-05,0.004146144625,1.5149374591346152,0.002736842105263158
2022-05-17 13:20:54.666571,0.00033674691,5.102225909090909,6.6e-05,0.004209336375,1.5147233167613636,0.0027789473684210527
2022-05-17 13:20:55.260807,0.000341919115,5.103270373134328,6.7e-05,0.0042739889375,1.5150333920242538,0.0028210526315789472
2022-05-17 13:20:55.833433,0.00034707135,5.10399044117647,6.800000000000001e-05,0.004338391875,1.5152471622242645,0.0028631578947368426
2022-05-17 13:20:56.411598,0.000352214611,5.104559579710144,6.900000000000001e-05,0.0044026826375,1.515416125226449,0.002905263157894737
2022-05-17 13:20:57.004892,0.000357386613,5.1055230428571425,7.000000000000001e-05,0.0044673326625,1.5157021533482142,0.0029473684210526317
2022-05-17 13:20:57.596202,0.000362447781,5.104898323943662,7.1e-05,0.0045305972625,1.5155166899207744,0.0029894736842105266
2022-05-17 13:20:58.212462,0.000367806558,5.108424416666665,7.200000000000002e-05,0.004597581975,1.5165634986979164,0.0030315789473684216
2022-05-17 13:20:58.790447,0.000372782036,5.1066032328767115,7.300000000000001e-05,0.0046597754500000005,1.516022834760274,0.003073684210526316
2022-05-17 13:20:59.360266,0.000377813553,5.105588554054053,7.400000000000001e-05,0.0047226694125,1.515721601984797,0.003115789473684211
2022-05-17 13:20:59.943322,0.000383170715,5.108942866666666,7.500000000000001e-05,0.0047896339375,1.5167174135416666,0.0031578947368421056
2022-05-17 13:21:00.531206,0.000388379628,5.1102582631578946,7.6e-05,0.00485474535,1.5171079218749999,0.0032
2022-05-17 13:21:01.167825,0.00039335951,5.108565064935064,7.700000000000001e-05,0.004916993875,1.5166052536525974,0.003242105263157895
2022-05-17 13:21:01.736830,0.000398576894,5.109960179487179,7.800000000000001e-05,0.004982211175,1.517019428285256,0.00328421052631579
2022-05-17 13:21:02.324771,0.000403774382,5.111068126582278,7.900000000000001e-05,0.0050471797750000005,1.5173483500791138,0.0033263157894736846
2022-05-17 13:21:02.900627,0.000408813059,5.110163237499999,8e-05,0.0051101632375,1.5170797111328123,0.003368421052631579
2022-05-17 13:21:03.486274,0.000413982236,5.110891802469134,8.100000000000002e-05,0.00517477795,1.5172960038580243,0.0034105263157894745
2022-05-17 13:21:04.067909,0.000419054093,5.110415768292682,8.200000000000001e-05,0.005238176162499999,1.5171546812118897,0.003452631578947369
2022-05-17 13:21:04.694592,0.000424288622,5.111911108433734,8.300000000000001e-05,0.005303607775,1.5175986103162649,0.0034947368421052636
2022-05-17 13:21:05.263626,0.000429382262,5.111693595238095,8.400000000000001e-05,0.005367278275,1.5175340360863094,0.003536842105263158
2022-05-17 13:21:05.851088,0.000434604991,5.112999894117647,8.5e-05,0.0054325623875,1.5179218435661765,0.0035789473684210526
2022-05-17 13:21:06.433725,0.000439756411,5.1134466395348825,8.600000000000002e-05,0.0054969551375,1.5180544711119182,0.003621052631578948
2022-05-17 13:21:08.112839,0.00044996245,5.113209659090908,8.800000000000001e-05,0.005624530625,1.5179841175426134,0.003705263157894737
2022-05-17 13:21:08.687103,0.000455020793,5.11259317977528,8.900000000000001e-05,0.0056877599125,1.5178011002457863,0.003747368421052632
2022-05-17 13:21:09.289162,0.00046029788,5.114420888888889,9e-05,0.005753723499999999,1.5183437013888885,0.0037894736842105266
2022-05-17 13:21:09.863911,0.000465568976,5.116142593406592,9.100000000000002e-05,0.005819612199999999,1.5188548324175821,0.0038315789473684215
2022-05-17 13:21:10.447483,0.000470618143,5.115414597826086,9.200000000000001e-05,0.0058827267875,1.5186387087296191,0.0038736842105263165
2022-05-17 13:21:11.101580,0.000475760595,5.115705322580644,9.300000000000001e-05,0.0059470074375,1.5187250176411287,0.003915789473684211
2022-05-17 13:21:11.671988,0.000480880659,5.115751691489361,9.400000000000001e-05,0.0060110082375,1.518738783410904,0.0039578947368421056
2022-05-17 13:21:12.259999,0.000486135055,5.117211105263157,9.500000000000002e-05,0.0060766881875,1.5191720468749996,0.004000000000000001
2022-05-17 13:21:12.870638,0.00049116738,5.1163268749999995,9.600000000000002e-05,0.00613959225,1.5189095410156248,0.0040421052631578955
2022-05-17 13:21:13.453209,0.000496395656,5.117480989690721,9.700000000000001e-05,0.006204945700000001,1.519252168814433,0.00408421052631579
2022-05-17 13:21:14.032724,0.000501561011,5.1179695,9.800000000000001e-05,0.0062695126375,1.5193971953125,0.0041263157894736845
2022-05-17 13:21:14.603775,0.000506653744,5.117714585858585,9.900000000000001e-05,0.0063331718,1.5193215176767676,0.004168421052631579
2022-05-17 13:21:15.185016,0.000511885752,5.11885752,0.0001,0.0063985719,1.5196608262500002,0.004210526315789474
