 ,Area,Mean,Min,Max,Angle,Length
1,4.262E-4,58.750,51.935,72.667,63.252,0.171
2,4.262E-4,54.229,42.007,68.213,60.866,0.171
3,4.322E-4,52.347,45.938,62.552,62.354,0.174
