Name,Thickness [cm],Area [cm2],Experiment,Start Date,End Date,Min Temperature [K],Avg Temperature [K],Max Temperature [K],Min Current [A/cm2],Avg Current [A/cm2],Max Current [A/cm2],Min Restivity [𝛀 cm],Avg Restivity [𝛀 cm],Max Restivity [𝛀 cm],Min Electric Field [V/cm],Avg Electric Field [V/cm],Max Electric Field [V/cm],Oscillation,Oscillation val
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_1e-6_to_10e-6A-20220331185403,2022-03-31 18:51:53.198600,2022-03-31 18:53:53.641433,98.18797946383079,98.34730078758098,98.52713493854375,1.532567049808429e-05,8.066142367412785e-05,0.00014599717685017142,2967836.744907868,3589657.297953701,4739644.92827103,72.63823644859815,265.93072523923445,433.2957861087511,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_at_fixed_current_0.35e-6A-20220331184347,2022-03-31 14:31:10.250475,2022-03-31 18:43:33.554543,100.96704673039764,164.58066867740013,287.24557936122784,5.363984674329502e-06,5.363984674329504e-06,5.363984674329502e-06,82.87895284409517,704514.5569957494,4511417.573522272,0.00044456143288020396,3.7790052865672377,24.199174723874254,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_1e-6_to_4e-6A-20220331185821,2022-03-31 18:55:09.636126,2022-03-31 18:58:08.477072,97.57769800226092,97.758648123665,97.94658845301865,1.532567049808429e-05,3.735632183908046e-05,5.938697318007663e-05,4263778.984652068,4497615.284430395,4792651.073449449,73.45059116397621,165.94700494105777,253.2129282073067,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_10e-6_to_12e-6A-20220401111915,2022-04-01 11:16:42.383716,2022-04-01 11:19:06.529972,104.77177726866485,104.92187191842201,105.07921045710432,0.0001532567049808429,0.00016794380587484034,0.0001826309067688378,1427011.6744048223,1434041.299693315,1443895.2606945625,221.28662999150382,240.79897914011613,260.61643606627024,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_10e-6_to_12e-6A-20220401111618,2022-04-01 11:13:38.593905,2022-04-01 11:16:11.801945,105.17315995485697,105.36333124066694,105.58074193449445,0.0001532567049808429,0.00016794380587484034,0.0001826309067688378,1407410.0190213353,1465079.237538376,1562084.8835811384,232.83434154630416,245.52023221113004,257.03656796941374,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_12e-6_to_20e-6A_flipped-20220401174339,2022-04-01 17:41:37.919048,2022-04-01 17:43:27.489048,112.3897380685033,112.41082876237704,112.42881855773557,0.0001839080459770115,0.0002444347446529899,0.00030496144332896845,885294.7636818442,951590.2043547989,1007136.3763540783,185.22048300764658,231.21510774819052,269.98076890399324,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_12e-6_to_20e-6A_flipped-20220401181835,2022-04-01 18:16:28.852963,2022-04-01 18:18:16.914967,112.73600787820423,112.78161801840231,112.79625290507556,0.0001839080459770115,0.0002444347446529899,0.00030496144332896845,871371.0011929506,936850.1478095419,982800.02740017,180.74483262531862,227.73811069765443,265.73455819881053,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_10e-6_to_13e-6A-20220401112609,2022-04-01 11:23:35.512435,2022-04-01 11:26:01.210776,104.06985254761562,104.16729213211845,104.27227720684019,0.0001532567049808429,0.0001752873563218391,0.00019731800766283525,1452455.7053398474,1478889.5795562153,1644861.9233538657,232.70987064570946,258.8223459005947,286.70708538657607,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_1e-6_to_12e-6A_flipped-20220404152234,2022-04-04 10:16:25.941975,2022-04-04 12:56:41.890933,190.79059192872762,191.10112137125748,191.4236503751259,1.532567049808429e-05,9.789662991633436e-05,0.0001804675893345844,7301.481306021667,7665.753288335342,7840.156808501221,0.11190009664401021,0.756517910274305,1.4148941992353443,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_1e-6_to_12e-6A_flipped-20220404182243,2022-04-04 16:29:40.432701,2022-04-04 18:22:07.621464,139.27701152243986,139.444659776374,139.61326906823447,1.532567049808429e-05,9.789662991633436e-05,0.0001804675893345844,207553.67346706308,214193.59443379464,215841.77597140972,3.253961873406967,21.02488674813171,38.95244498725574,False,0
CA12X2_C3,0.04708,0.06525,CA12X2_C3_current_from_1e-6_to_20e-6A-20220401160839,2022-04-01 14:14:00.864575,2022-04-01 16:07:56.113163,103.96385993412757,103.97863527063878,103.99216929323532,1.532567049808429e-05,0.00015794823676597075,0.00030057080303385724,1358556.0358921469,1594084.6504878502,1958376.1960705183,30.01342829226848,236.04501826071126,408.3422786745964,False,0
CA12X2,0.02376,0.04807,CA12X2_current_from_100e-9_to_200e-9A_flipped-20220315160531,2022-03-15 16:01:04.742427,2022-03-15 16:05:11.041812,113.4785256680946,113.48018285166461,113.48150857811657,2.0802995631370915e-06,3.1099427812554505e-06,4.139585999373809e-06,19820428.51095158,62606780.54589548,110492294.33030303,42.4615303030303,193.00416051508353,383.38384974747476,True,100
CA12X2,0.02376,0.04807,CA12X2_at_fixed_current_0.1e-6A-20220315125954,2022-03-15 11:58:11.422497,2022-03-15 12:58:49.876797,139.25484561751756,177.8222991323124,233.0839748734382,2.0802995631370915e-06,2.0802995631370923e-06,2.0802995631370915e-06,546563.9604245372,55593855.34529445,225600734.70416668,1.1370167680976433,115.65187298792272,469.3171098484848,False,0
CA12X2,0.02376,0.04807,CA12X2_current_from_10e-9_to_100e-9A_flipped-20220315155945,2022-03-15 15:54:27.964749,2022-03-15 15:59:14.822734,113.46753226991027,113.47038747998978,113.47253215644972,2.0802995631370918e-07,1.1347088526202317e-06,2.0613877489267543e-06,19740883.922817465,152824330.59322262,1662552432.3765433,6.249656439393939,107.15963499940484,493.5776978114478,True,100
CA12X2,0.02376,0.04807,CA12X2_current_from_0.1e-6_to_1.0e-6A-20220317151236,2022-03-17 15:07:33.666312,2022-03-17 15:09:34.375901,108.61502196630414,108.88314087701764,109.10679830003721,2.0802995631370915e-06,1.1347088526202317e-05,2.0613877489267545e-05,19891780.589458037,40115435.83828598,107660116.76851852,45.2512117003367,357.39196840883585,504.6785984848485,True,100
CA12X2,0.023759999999999996,0.04807,CA12X2_at_fixed_current_1e-6A-20220310155321,2022-03-10 12:54:06.791905,2022-03-10 15:52:23.323976,81.51169530269492,181.45843417403051,294.536062572084,2.0802995631370915e-05,2.0802995631370915e-05,2.0802995631370915e-05,16068.186178784725,9824052.439311067,21221062.610023156,0.33426640688131315,204.3697199773469,441.4616727693604,False,0
CA12X2,0.02376,0.04807,CA12X2_at_fixed_current_1e-6A-20220314131804,2022-03-14 10:00:27.193422,2022-03-14 13:17:49.974251,139.37849377813998,184.83828211810226,286.2463896344501,2.0802995631370915e-05,2.080299563137092e-05,2.0802995631370915e-05,45666.229596134275,9757869.893652325,23725997.58324074,0.9499943747895625,202.99292476913513,493.571824074074,False,0
CA12X2,0.02376,0.04807,CA12X2_at_fixed_current_1e-6A-20220310161627,2022-03-10 16:04:55.651953,2022-03-10 16:15:58.849977,105.86975565231542,154.18892088596633,197.1892634320059,2.0802995631370915e-05,2.0802995631370915e-05,2.0802995631370915e-05,2446105.1035810187,14329200.277323613,20185716.286245372,50.88631378367003,298.09029077020205,419.9233677188552,False,0
