Datetime,Voltage [V],Resistance [𝛀],Current Source [A],Electric Field [V/cm],Restivity [𝛀 cm],Current Density [A/cm2]
2022-05-19 11:36:24.668726,1.62135977e-07,0.16213597700000001,1e-06,2.0266997125e-06,0.048134118171875,4.210526315789474e-05
2022-05-19 11:36:25.241874,2.09737205e-07,0.209737205,1e-06,2.6217150624999998e-06,0.062265732734374996,4.210526315789474e-05
2022-05-19 11:36:25.826412,8.75069313e-08,0.08750693130000001,1e-06,1.09383664125e-06,0.0259786202296875,4.210526315789474e-05
2022-05-19 11:36:26.417551,2.51589978e-07,0.25158997800000005,1e-06,3.1448747250000003e-06,0.07469077471875,4.210526315789474e-05
2022-05-19 11:36:26.996198,1.96525845e-07,0.196525845,1e-06,2.4565730625e-06,0.058343610234374996,4.210526315789474e-05
2022-05-19 11:36:27.579169,2.19620509e-07,0.21962050900000002,1e-06,2.7452563625e-06,0.06519983860937499,4.210526315789474e-05
2022-05-19 11:36:28.159833,1.33192007e-07,0.133192007,1e-06,1.6649000874999999e-06,0.039541377078124995,4.210526315789474e-05
2022-05-19 11:36:28.741989,2.77810993e-07,0.27781099300000006,1e-06,3.4726374125000004e-06,0.08247513854687501,4.210526315789474e-05
2022-05-19 11:36:29.325670,1.8865954e-07,0.18865954000000001,1e-06,2.35824425e-06,0.0560083009375,4.210526315789474e-05
2022-05-19 11:36:29.914123,3.17243157e-07,0.31724315700000005,1e-06,3.9655394625e-06,0.094181562234375,4.210526315789474e-05
2022-05-19 11:36:30.496822,2.42109891e-07,0.24210989100000002,1e-06,3.0263736375e-06,0.071876373890625,4.210526315789474e-05
2022-05-19 11:36:31.080296,2.10241284e-07,0.21024128400000003,1e-06,2.62801605e-06,0.0624153811875,4.210526315789474e-05
2022-05-19 11:36:31.657220,1.58606073e-07,0.15860607300000001,1e-06,1.9825759125e-06,0.047086177921875,4.210526315789474e-05
2022-05-19 11:36:32.243242,3.22184809e-07,0.322184809,1e-06,4.0273101125e-06,0.09564861517187499,4.210526315789474e-05
2022-05-19 11:36:32.821298,2.11451485e-07,0.211451485,1e-06,2.6431435624999997e-06,0.06277465960937499,4.210526315789474e-05
2022-05-19 11:36:33.393123,9.728926e-08,0.09728926,1e-06,1.2161157499999998e-06,0.028882749062499994,4.210526315789474e-05
2022-05-19 11:36:33.980620,1.64253592e-07,0.16425359200000003,1e-06,2.0531699e-06,0.048762785125000006,4.210526315789474e-05
2022-05-19 11:36:34.562165,2.86080393e-07,0.286080393,1e-06,3.5760049124999995e-06,0.08493011667187499,4.210526315789474e-05
2022-05-19 11:36:35.149112,3.50321844e-07,0.350321844,1e-06,4.3790230499999995e-06,0.10400179743749999,4.210526315789474e-05
2022-05-19 11:36:35.726253,2.72364793e-07,0.272364793,1e-06,3.4045599125e-06,0.080858297921875,4.210526315789474e-05
2022-05-19 11:36:36.305260,3.46388694e-07,0.346388694,1e-06,4.329858675e-06,0.10283414353124999,4.210526315789474e-05
2022-05-19 11:36:36.899633,3.49817594e-07,0.349817594,1e-06,4.372719925e-06,0.10385209821875,4.210526315789474e-05
2022-05-19 11:36:37.482086,3.99940044e-07,0.39994004400000005,1e-06,4.99925055e-06,0.1187322005625,4.210526315789474e-05
2022-05-19 11:36:38.064761,2.96165268e-07,0.29616526800000004,1e-06,3.70206585e-06,0.0879240639375,4.210526315789474e-05
2022-05-19 11:36:38.648260,3.88543847e-07,0.388543847,1e-06,4.8567980874999995e-06,0.11534895457812498,4.210526315789474e-05
2022-05-19 11:36:39.240429,3.88947247e-07,0.38894724700000005,1e-06,4.8618405875e-06,0.115468713953125,4.210526315789474e-05
2022-05-19 11:36:39.823275,4.94335473e-07,0.494335473,1e-06,6.1791934125e-06,0.146755843546875,4.210526315789474e-05
2022-05-19 11:36:40.400971,3.59297354e-07,0.359297354,1e-06,4.491216925e-06,0.10666640196874999,4.210526315789474e-05
2022-05-19 11:36:40.992230,1.79179295e-07,0.17917929500000002,1e-06,2.2397411875e-06,0.053193853203125,4.210526315789474e-05
2022-05-19 11:36:41.578738,1.41057988e-07,0.141057988,1e-06,1.76322485e-06,0.0418765901875,4.210526315789474e-05
2022-05-19 11:36:42.169285,2.10341919e-07,0.210341919,1e-06,2.6292739875e-06,0.06244525720312499,4.210526315789474e-05
2022-05-19 11:36:42.749814,5.34193623e-08,0.0534193623,1e-06,6.6774202875e-07,0.0158588731828125,4.210526315789474e-05
2022-05-19 11:36:43.333655,2.92938047e-07,0.292938047,1e-06,3.6617255875e-06,0.086965982703125,4.210526315789474e-05
2022-05-19 11:36:43.911957,1.79784378e-07,0.17978437800000002,1e-06,2.247304725e-06,0.05337348721875,4.210526315789474e-05
2022-05-19 11:36:44.493876,3.76744374e-07,0.37674437400000005,1e-06,4.709304675e-06,0.11184598603125,4.210526315789474e-05
2022-05-19 11:36:45.090031,1.56689734e-07,0.156689734,1e-06,1.9586216749999997e-06,0.04651726478124999,4.210526315789474e-05
2022-05-19 11:36:45.678475,2.66616347e-07,0.26661634700000003,1e-06,3.3327043375000004e-06,0.079151728015625,4.210526315789474e-05
2022-05-19 11:36:46.261319,3.48909949e-07,0.348909949,1e-06,4.3613743624999996e-06,0.10358264110937498,4.210526315789474e-05
2022-05-19 11:36:46.849311,2.26175497e-07,0.226175497,1e-06,2.8271937125e-06,0.067145850671875,4.210526315789474e-05
2022-05-19 11:36:47.420198,2.63590847e-07,0.263590847,1e-06,3.2948855875e-06,0.078253532703125,4.210526315789474e-05
2022-05-19 11:36:48.013644,1.75952196e-07,0.175952196,1e-06,2.1994024500000003e-06,0.0522358081875,4.210526315789474e-05
2022-05-19 11:36:48.593342,1.39545345e-07,0.13954534500000002,1e-06,1.7443168125e-06,0.041427524296875,4.210526315789474e-05
2022-05-19 11:36:49.168262,2.51892247e-07,0.251892247,1e-06,3.1486530875e-06,0.074780510828125,4.210526315789474e-05
2022-05-19 11:36:49.812725,1.78170839e-07,0.17817083900000003,1e-06,2.2271354875e-06,0.052894467828125,4.210526315789474e-05
2022-05-19 11:36:50.389475,2.09837735e-07,0.209837735,1e-06,2.6229716874999998e-06,0.06229557757812499,4.210526315789474e-05
2022-05-19 11:36:50.963941,3.40035069e-07,0.340035069,1e-06,4.2504383625e-06,0.100947911109375,4.210526315789474e-05
2022-05-19 11:36:51.530718,1.50437092e-07,0.15043709200000002,1e-06,1.8804636499999999e-06,0.044661011687499995,4.210526315789474e-05
2022-05-19 11:36:52.101695,2.88097325e-07,0.288097325,1e-06,3.6012165625e-06,0.085528893359375,4.210526315789474e-05
