Temperature,Voltage,Resistance
300.88484199101845,0.0017950604349999996,179.50604349999995
300.8264892829126,0.0017969402850000003,179.6940285
300.770809462364,0.0017964581359999998,179.64581359999997
300.71731700968024,0.001791902383,179.19023829999998
300.66500083427724,0.0017940812599999997,179.40812599999995
300.6133555106921,0.0017953396159999997,179.53396159999994
300.56353100850436,0.0017967764030000003,179.6776403
300.5149028775753,0.001797902044,179.79020439999996
300.46718606936156,0.0017991890139999998,179.91890139999995
300.4199420613196,0.001800977291,180.09772909999998
300.37256125744415,0.0018026887849999999,180.26887849999997
300.3254152388986,0.001804465295,180.4465295
300.279163450297,0.001805332266,180.53322659999998
300.2344054512172,0.0018051362779999997,180.51362779999997
300.19037813889787,0.0018060627759999997,180.60627759999997
300.1464494402283,0.0018066679330000003,180.66679330000002
300.1023369439299,0.0018069870189999996,180.69870189999995
300.0587220729634,0.0018079039799999998,180.79039799999995
300.0159643535603,0.0018099027940000002,180.99027940000002
299.9740090501101,0.0018115059599999998,181.15059599999995
299.93296554824565,0.0018122538599999998,181.22538599999996
299.8922165818839,0.0018112959740000003,181.12959740000002
299.8508152744707,0.0018063254139999998,180.63254139999995
299.80902204549056,0.001807709969,180.7709969
299.7673447021994,0.001809570135,180.9570135
299.7262916990896,0.0018109304120000002,181.09304120000002
299.6851539528567,0.0018125863459999998,181.25863459999997
299.64465541610696,0.001813607891,181.36078909999998
299.60409431024624,0.0018142434209999995,181.42434209999993
299.5637882674854,0.0018154554300000001,181.545543
299.5236924653365,0.001815780943,181.5780943
299.48330628844604,0.001817086263,181.70862629999996
299.4434427578911,0.0018182703549999998,181.82703549999997
299.4050115706765,0.0018196822869999997,181.96822869999997
299.3676458379474,0.001818542444,181.85424439999997
299.3869830668532,0.0018180675079999997,181.80675079999995
299.5560320166089,0.001818050278,181.8050278
299.75565046204525,0.0018141905729999997,181.41905729999996
299.9387698892755,0.001808747717,180.8747717
300.10394261716874,0.00180295163,180.29516299999997
300.258759508348,0.0017965332720000001,179.6533272
300.3715698767689,0.0017914625769999998,179.14625769999998
300.4265688058856,0.0017883761309999999,178.83761309999997
300.44197809935497,0.0008803088069100001,88.03088069100001
